PulserCal_6.09MeV
10/GEN/20 11:51
Sample 	 Time_L [msec]  Time_H [msec] 	 Amp [mV] 	 Detector 
250 	 513 	 0 	 4473 	 0 
251 	 517 	 0 	 4477 	 0 
252 	 517 	 0 	 4469 	 0 
253 	 521 	 0 	 4485 	 0 
254 	 521 	 0 	 4474 	 0 
255 	 525 	 0 	 4470 	 0 
256 	 525 	 0 	 4471 	 0 
257 	 530 	 0 	 4480 	 0 
258 	 530 	 0 	 4475 	 0 
259 	 534 	 0 	 4479 	 0 
260 	 534 	 0 	 4461 	 0 
261 	 537 	 0 	 4467 	 0 
262 	 537 	 0 	 4473 	 0 
263 	 541 	 0 	 4465 	 0 
264 	 541 	 0 	 4473 	 0 
265 	 545 	 0 	 4468 	 0 
266 	 545 	 0 	 4472 	 0 
267 	 549 	 0 	 4475 	 0 
268 	 549 	 0 	 4486 	 0 
269 	 554 	 0 	 4485 	 0 
270 	 554 	 0 	 4480 	 0 
271 	 558 	 0 	 4468 	 0 
272 	 558 	 0 	 4471 	 0 
273 	 562 	 0 	 4483 	 0 
274 	 562 	 0 	 4477 	 0 
275 	 566 	 0 	 4472 	 0 
276 	 566 	 0 	 4482 	 0 
277 	 571 	 0 	 4464 	 0 
278 	 571 	 0 	 4456 	 0 
279 	 575 	 0 	 4464 	 0 
280 	 575 	 0 	 4472 	 0 
281 	 578 	 0 	 4478 	 0 
282 	 578 	 0 	 4470 	 0 
283 	 582 	 0 	 4470 	 0 
284 	 582 	 0 	 4466 	 0 
285 	 586 	 0 	 4458 	 0 
286 	 586 	 0 	 4471 	 0 
287 	 591 	 0 	 4457 	 0 
288 	 591 	 0 	 4473 	 0 
289 	 591 	 0 	 4454 	 0 
290 	 597 	 0 	 4471 	 0 
291 	 597 	 0 	 4461 	 0 
292 	 601 	 0 	 4470 	 0 
293 	 601 	 0 	 4478 	 0 
294 	 605 	 0 	 4462 	 0 
295 	 605 	 0 	 4475 	 0 
296 	 610 	 0 	 4458 	 0 
297 	 610 	 0 	 4479 	 0 
298 	 612 	 0 	 4487 	 0 
299 	 612 	 0 	 4465 	 0 
300 	 617 	 0 	 4475 	 0 
301 	 617 	 0 	 4459 	 0 
302 	 621 	 0 	 4487 	 0 
303 	 621 	 0 	 4476 	 0 
304 	 625 	 0 	 4472 	 0 
305 	 625 	 0 	 4451 	 0 
306 	 629 	 0 	 4462 	 0 
