PulserCal_9.98MeV
10/01/20 11:59
Sample 	 Time_L [msec]  Time_H [msec] 	 Amp [mV] 	 Detector 
221 	 457 	 0 	 7403 	 0 
222 	 457 	 0 	 7409 	 0 
223 	 459 	 0 	 7402 	 0 
224 	 459 	 0 	 7420 	 0 
225 	 464 	 0 	 7405 	 0 
226 	 464 	 0 	 7401 	 0 
227 	 468 	 0 	 7393 	 0 
228 	 468 	 0 	 7416 	 0 
229 	 472 	 0 	 7396 	 0 
230 	 472 	 0 	 7402 	 0 
231 	 476 	 0 	 7413 	 0 
232 	 476 	 0 	 7402 	 0 
233 	 481 	 0 	 7401 	 0 
234 	 481 	 0 	 7404 	 0 
235 	 485 	 0 	 7396 	 0 
236 	 485 	 0 	 7413 	 0 
237 	 489 	 0 	 7407 	 0 
238 	 489 	 0 	 7404 	 0 
239 	 493 	 0 	 7406 	 0 
240 	 493 	 0 	 7404 	 0 
241 	 498 	 0 	 7408 	 0 
242 	 498 	 0 	 7419 	 0 
243 	 500 	 0 	 7405 	 0 
244 	 500 	 0 	 7404 	 0 
245 	 505 	 0 	 7408 	 0 
246 	 505 	 0 	 7417 	 0 
247 	 509 	 0 	 7398 	 0 
248 	 509 	 0 	 7405 	 0 
249 	 513 	 0 	 7403 	 0 
250 	 513 	 0 	 7394 	 0 
251 	 517 	 0 	 7400 	 0 
252 	 517 	 0 	 7397 	 0 
253 	 522 	 0 	 7401 	 0 
254 	 522 	 0 	 7397 	 0 
255 	 526 	 0 	 7382 	 0 
256 	 526 	 0 	 7395 	 0 
257 	 530 	 0 	 7400 	 0 
258 	 530 	 0 	 7415 	 0 
259 	 534 	 0 	 7405 	 0 
260 	 534 	 0 	 7401 	 0 
261 	 538 	 0 	 7401 	 0 
262 	 538 	 0 	 7412 	 0 
263 	 543 	 0 	 7400 	 0 
264 	 543 	 0 	 7405 	 0 
265 	 545 	 0 	 7409 	 0 
266 	 545 	 0 	 7408 	 0 
267 	 550 	 0 	 7422 	 0 
268 	 550 	 0 	 7407 	 0 
269 	 554 	 0 	 7396 	 0 
270 	 554 	 0 	 7397 	 0 
271 	 558 	 0 	 7402 	 0 
272 	 558 	 0 	 7403 	 0 
273 	 562 	 0 	 7401 	 0 
274 	 562 	 0 	 7398 	 0 
275 	 567 	 0 	 7404 	 0 
276 	 567 	 0 	 7408 	 0 
277 	 571 	 0 	 7418 	 0 
278 	 571 	 0 	 7408 	 0 
279 	 575 	 0 	 7401 	 0 
280 	 575 	 0 	 7401 	 0 
281 	 579 	 0 	 7410 	 0 
282 	 579 	 0 	 7403 	 0 
283 	 584 	 0 	 7401 	 0 
284 	 584 	 0 	 7418 	 0 
285 	 586 	 0 	 7403 	 0 
286 	 586 	 0 	 7415 	 0 
287 	 591 	 0 	 7401 	 0 
288 	 591 	 0 	 7419 	 0 
289 	 595 	 0 	 7398 	 0 
290 	 595 	 0 	 7407 	 0 
291 	 599 	 0 	 7405 	 0 
292 	 599 	 0 	 7409 	 0 
293 	 603 	 0 	 7403 	 0 
294 	 603 	 0 	 7416 	 0 
295 	 608 	 0 	 7418 	 0 
296 	 608 	 0 	 7410 	 0 
297 	 612 	 0 	 7415 	 0 
298 	 612 	 0 	 7405 	 0 
299 	 616 	 0 	 7400 	 0 
300 	 616 	 0 	 7392 	 0 
301 	 620 	 0 	 7409 	 0 
302 	 620 	 0 	 7394 	 0 
303 	 625 	 0 	 7396 	 0 
304 	 625 	 0 	 7397 	 0 
305 	 627 	 0 	 7407 	 0 
306 	 627 	 0 	 7409 	 0 
307 	 632 	 0 	 7404 	 0 
308 	 632 	 0 	 7392 	 0 
309 	 636 	 0 	 7405 	 0 
310 	 636 	 0 	 7393 	 0 
311 	 640 	 0 	 7395 	 0 
312 	 640 	 0 	 7396 	 0 
313 	 644 	 0 	 7404 	 0 
314 	 644 	 0 	 7407 	 0 
315 	 649 	 0 	 7399 	 0 
316 	 649 	 0 	 7413 	 0 
317 	 653 	 0 	 7403 	 0 
318 	 653 	 0 	 7400 	 0 
319 	 657 	 0 	 7400 	 0 
320 	 657 	 0 	 7416 	 0 
321 	 661 	 0 	 7409 	 0 
322 	 661 	 0 	 7411 	 0 
323 	 666 	 0 	 7401 	 0 
324 	 666 	 0 	 7405 	 0 
325 	 668 	 0 	 7395 	 0 
326 	 668 	 0 	 7404 	 0 
327 	 673 	 0 	 7401 	 0 
328 	 673 	 0 	 7398 	 0 
329 	 677 	 0 	 7389 	 0 
330 	 677 	 0 	 7412 	 0 
331 	 681 	 0 	 7399 	 0 
332 	 681 	 0 	 7408 	 0 
333 	 685 	 0 	 7409 	 0 
334 	 685 	 0 	 7415 	 0 
335 	 690 	 0 	 7405 	 0 
336 	 690 	 0 	 7412 	 0 
337 	 694 	 0 	 7402 	 0 
338 	 694 	 0 	 7419 	 0 
339 	 698 	 0 	 7400 	 0 
340 	 698 	 0 	 7398 	 0 
341 	 702 	 0 	 7407 	 0 
342 	 702 	 0 	 7409 	 0 
343 	 706 	 0 	 7412 	 0 
344 	 706 	 0 	 7390 	 0 
345 	 711 	 0 	 7400 	 0 
346 	 711 	 0 	 7398 	 0 
347 	 713 	 0 	 7397 	 0 
348 	 713 	 0 	 7414 	 0 
349 	 718 	 0 	 7414 	 0 
350 	 718 	 0 	 7417 	 0 
351 	 722 	 0 	 7413 	 0 
352 	 722 	 0 	 7421 	 0 
353 	 726 	 0 	 7405 	 0 
354 	 726 	 0 	 7398 	 0 
355 	 730 	 0 	 7407 	 0 
356 	 730 	 0 	 7407 	 0 
357 	 735 	 0 	 7402 	 0 
358 	 735 	 0 	 7402 	 0 
359 	 739 	 0 	 7419 	 0 
360 	 739 	 0 	 7412 	 0 
361 	 743 	 0 	 7408 	 0 
362 	 743 	 0 	 7408 	 0 
363 	 747 	 0 	 7398 	 0 
364 	 747 	 0 	 7410 	 0 
365 	 752 	 0 	 7409 	 0 
366 	 752 	 0 	 7415 	 0 
367 	 754 	 0 	 7400 	 0 
368 	 754 	 0 	 7416 	 0 
369 	 759 	 0 	 7403 	 0 
370 	 759 	 0 	 7402 	 0 
371 	 763 	 0 	 7406 	 0 
372 	 763 	 0 	 7402 	 0 
373 	 767 	 0 	 7410 	 0 
374 	 767 	 0 	 7397 	 0 
375 	 771 	 0 	 7414 	 0 
376 	 771 	 0 	 7399 	 0 
377 	 776 	 0 	 7408 	 0 
378 	 776 	 0 	 7400 	 0 
379 	 780 	 0 	 7393 	 0 
380 	 780 	 0 	 7393 	 0 
381 	 784 	 0 	 7400 	 0 
382 	 784 	 0 	 7395 	 0 
383 	 788 	 0 	 7398 	 0 
384 	 788 	 0 	 7409 	 0 
385 	 793 	 0 	 7401 	 0 
386 	 793 	 0 	 7411 	 0 
387 	 795 	 0 	 7418 	 0 
388 	 795 	 0 	 7409 	 0 
389 	 800 	 0 	 7401 	 0 
390 	 800 	 0 	 7413 	 0 
391 	 804 	 0 	 7416 	 0 
392 	 804 	 0 	 7395 	 0 
393 	 808 	 0 	 7405 	 0 
394 	 808 	 0 	 7408 	 0 
395 	 812 	 0 	 7413 	 0 
396 	 812 	 0 	 7394 	 0 
397 	 817 	 0 	 7400 	 0 
398 	 817 	 0 	 7405 	 0 
399 	 821 	 0 	 7410 	 0 
400 	 821 	 0 	 7407 	 0 
401 	 825 	 0 	 7404 	 0 
402 	 825 	 0 	 7397 	 0 
403 	 829 	 0 	 7414 	 0 
404 	 829 	 0 	 7425 	 0 
405 	 834 	 0 	 7393 	 0 
406 	 834 	 0 	 7422 	 0 
407 	 836 	 0 	 7401 	 0 
408 	 836 	 0 	 7403 	 0 
409 	 841 	 0 	 7423 	 0 
410 	 841 	 0 	 7401 	 0 
411 	 845 	 0 	 7415 	 0 
412 	 845 	 0 	 7405 	 0 
413 	 849 	 0 	 7404 	 0 
414 	 849 	 0 	 7408 	 0 
415 	 853 	 0 	 7413 	 0 
416 	 853 	 0 	 7393 	 0 
417 	 858 	 0 	 7406 	 0 
418 	 858 	 0 	 7417 	 0 
419 	 862 	 0 	 7411 	 0 
420 	 862 	 0 	 7403 	 0 
421 	 866 	 0 	 7402 	 0 
422 	 866 	 0 	 7400 	 0 
423 	 870 	 0 	 7395 	 0 
424 	 870 	 0 	 7406 	 0 
425 	 874 	 0 	 7421 	 0 
426 	 874 	 0 	 7413 	 0 
427 	 879 	 0 	 7414 	 0 
428 	 879 	 0 	 7407 	 0 
429 	 881 	 0 	 7413 	 0 
430 	 881 	 0 	 7389 	 0 
431 	 886 	 0 	 7387 	 0 
432 	 886 	 0 	 7403 	 0 
433 	 890 	 0 	 7400 	 0 
434 	 890 	 0 	 7402 	 0 
435 	 894 	 0 	 7397 	 0 
436 	 894 	 0 	 7416 	 0 
437 	 898 	 0 	 7415 	 0 
438 	 898 	 0 	 7394 	 0 
439 	 903 	 0 	 7397 	 0 
440 	 903 	 0 	 7397 	 0 
441 	 907 	 0 	 7402 	 0 
442 	 907 	 0 	 7402 	 0 
443 	 911 	 0 	 7408 	 0 
444 	 911 	 0 	 7401 	 0 
445 	 915 	 0 	 7393 	 0 
446 	 915 	 0 	 7399 	 0 
447 	 920 	 0 	 7400 	 0 
448 	 920 	 0 	 7403 	 0 
449 	 922 	 0 	 7396 	 0 
450 	 922 	 0 	 7388 	 0 
451 	 927 	 0 	 7410 	 0 
452 	 927 	 0 	 7406 	 0 
453 	 931 	 0 	 7411 	 0 
454 	 931 	 0 	 7410 	 0 
455 	 935 	 0 	 7409 	 0 
456 	 935 	 0 	 7426 	 0 
457 	 939 	 0 	 7412 	 0 
458 	 939 	 0 	 7400 	 0 
459 	 944 	 0 	 7386 	 0 
460 	 944 	 0 	 7409 	 0 
461 	 948 	 0 	 7394 	 0 
462 	 948 	 0 	 7400 	 0 
463 	 952 	 0 	 7414 	 0 
464 	 952 	 0 	 7402 	 0 
465 	 956 	 0 	 7404 	 0 
466 	 956 	 0 	 7398 	 0 
467 	 961 	 0 	 7408 	 0 
468 	 961 	 0 	 7391 	 0 
469 	 963 	 0 	 7408 	 0 
470 	 963 	 0 	 7405 	 0 
471 	 968 	 0 	 7412 	 0 
472 	 968 	 0 	 7407 	 0 
473 	 972 	 0 	 7401 	 0 
474 	 972 	 0 	 7411 	 0 
475 	 976 	 0 	 7404 	 0 
476 	 976 	 0 	 7405 	 0 
477 	 980 	 0 	 7417 	 0 
478 	 980 	 0 	 7410 	 0 
479 	 985 	 0 	 7408 	 0 
480 	 985 	 0 	 7408 	 0 
481 	 989 	 0 	 7415 	 0 
482 	 989 	 0 	 7417 	 0 
483 	 993 	 0 	 7413 	 0 
484 	 993 	 0 	 7409 	 0 
485 	 997 	 0 	 7405 	 0 
486 	 997 	 0 	 7404 	 0 
487 	 1002 	 0 	 7407 	 0 
488 	 1002 	 0 	 7395 	 0 
489 	 1004 	 0 	 7407 	 0 
490 	 1004 	 0 	 7410 	 0 
491 	 1009 	 0 	 7410 	 0 
492 	 1009 	 0 	 7413 	 0 
493 	 1013 	 0 	 7409 	 0 
494 	 1013 	 0 	 7386 	 0 
495 	 1017 	 0 	 7387 	 0 
496 	 1017 	 0 	 7404 	 0 
497 	 1021 	 0 	 7424 	 0 
498 	 1021 	 0 	 7412 	 0 
499 	 1026 	 0 	 7393 	 0 
500 	 1026 	 0 	 7405 	 0 
501 	 1030 	 0 	 7424 	 0 
502 	 1030 	 0 	 7391 	 0 
503 	 1034 	 0 	 7403 	 0 
504 	 1034 	 0 	 7409 	 0 
505 	 1038 	 0 	 7406 	 0 
506 	 1038 	 0 	 7406 	 0 
507 	 1042 	 0 	 7397 	 0 
508 	 1042 	 0 	 7410 	 0 
509 	 1045 	 0 	 7403 	 0 
510 	 1045 	 0 	 7406 	 0 
511 	 1049 	 0 	 7397 	 0 
512 	 1049 	 0 	 7413 	 0 
513 	 1054 	 0 	 7396 	 0 
514 	 1054 	 0 	 7405 	 0 
515 	 1058 	 0 	 7416 	 0 
516 	 1058 	 0 	 7403 	 0 
517 	 1062 	 0 	 7405 	 0 
518 	 1062 	 0 	 7394 	 0 
519 	 1066 	 0 	 7419 	 0 
520 	 1066 	 0 	 7409 	 0 
521 	 1071 	 0 	 7408 	 0 
522 	 1071 	 0 	 7416 	 0 
523 	 1075 	 0 	 7389 	 0 
524 	 1075 	 0 	 7389 	 0 
525 	 1079 	 0 	 7400 	 0 
526 	 1079 	 0 	 7402 	 0 
527 	 1083 	 0 	 7406 	 0 
528 	 1083 	 0 	 7399 	 0 
529 	 1088 	 0 	 7398 	 0 
530 	 1088 	 0 	 7411 	 0 
531 	 1090 	 0 	 7406 	 0 
532 	 1090 	 0 	 7403 	 0 
533 	 1095 	 0 	 7407 	 0 
534 	 1095 	 0 	 7400 	 0 
535 	 1099 	 0 	 7401 	 0 
536 	 1099 	 0 	 7417 	 0 
537 	 1103 	 0 	 7410 	 0 
538 	 1103 	 0 	 7385 	 0 
539 	 1107 	 0 	 7413 	 0 
540 	 1107 	 0 	 7405 	 0 
541 	 1112 	 0 	 7399 	 0 
542 	 1112 	 0 	 7400 	 0 
543 	 1116 	 0 	 7413 	 0 
544 	 1116 	 0 	 7405 	 0 
545 	 1120 	 0 	 7405 	 0 
546 	 1120 	 0 	 7402 	 0 
547 	 1124 	 0 	 7393 	 0 
548 	 1124 	 0 	 7412 	 0 
549 	 1129 	 0 	 7411 	 0 
550 	 1129 	 0 	 7398 	 0 
551 	 1131 	 0 	 7422 	 0 
552 	 1131 	 0 	 7405 	 0 
553 	 1136 	 0 	 7390 	 0 
554 	 1136 	 0 	 7407 	 0 
555 	 1140 	 0 	 7391 	 0 
556 	 1140 	 0 	 7412 	 0 
557 	 1144 	 0 	 7401 	 0 
558 	 1144 	 0 	 7404 	 0 
559 	 1148 	 0 	 7405 	 0 
560 	 1148 	 0 	 7402 	 0 
561 	 1153 	 0 	 7406 	 0 
562 	 1153 	 0 	 7410 	 0 
563 	 1157 	 0 	 7401 	 0 
564 	 1157 	 0 	 7393 	 0 
565 	 1161 	 0 	 7398 	 0 
566 	 1161 	 0 	 7408 	 0 
567 	 1165 	 0 	 7410 	 0 
568 	 1165 	 0 	 7417 	 0 
569 	 1170 	 0 	 7393 	 0 
570 	 1170 	 0 	 7410 	 0 
571 	 1172 	 0 	 7402 	 0 
572 	 1172 	 0 	 7411 	 0 
573 	 1177 	 0 	 7406 	 0 
574 	 1177 	 0 	 7399 	 0 
575 	 1181 	 0 	 7399 	 0 
576 	 1181 	 0 	 7405 	 0 
577 	 1185 	 0 	 7392 	 0 
578 	 1185 	 0 	 7408 	 0 
579 	 1189 	 0 	 7406 	 0 
580 	 1189 	 0 	 7407 	 0 
581 	 1194 	 0 	 7401 	 0 
582 	 1194 	 0 	 7404 	 0 
583 	 1198 	 0 	 7400 	 0 
584 	 1198 	 0 	 7419 	 0 
585 	 1202 	 0 	 7398 	 0 
586 	 1202 	 0 	 7399 	 0 
587 	 1206 	 0 	 7409 	 0 
588 	 1206 	 0 	 7417 	 0 
589 	 1210 	 0 	 7411 	 0 
590 	 1210 	 0 	 7405 	 0 
591 	 1213 	 0 	 7389 	 0 
592 	 1213 	 0 	 7395 	 0 
593 	 1217 	 0 	 7411 	 0 
594 	 1217 	 0 	 7401 	 0 
595 	 1222 	 0 	 7403 	 0 
596 	 1222 	 0 	 7406 	 0 
597 	 1226 	 0 	 7409 	 0 
598 	 1226 	 0 	 7398 	 0 
599 	 1230 	 0 	 7414 	 0 
600 	 1230 	 0 	 7408 	 0 
601 	 1234 	 0 	 7393 	 0 
602 	 1234 	 0 	 7408 	 0 
603 	 1239 	 0 	 7407 	 0 
604 	 1239 	 0 	 7408 	 0 
605 	 1243 	 0 	 7409 	 0 
606 	 1243 	 0 	 7416 	 0 
607 	 1247 	 0 	 7404 	 0 
608 	 1247 	 0 	 7404 	 0 
609 	 1251 	 0 	 7411 	 0 
610 	 1251 	 0 	 7412 	 0 
611 	 1256 	 0 	 7409 	 0 
612 	 1256 	 0 	 7409 	 0 
613 	 1258 	 0 	 7410 	 0 
614 	 1258 	 0 	 7416 	 0 
615 	 1263 	 0 	 7407 	 0 
616 	 1263 	 0 	 7412 	 0 
617 	 1267 	 0 	 7399 	 0 
618 	 1267 	 0 	 7413 	 0 
619 	 1271 	 0 	 7410 	 0 
620 	 1271 	 0 	 7416 	 0 
621 	 1275 	 0 	 7404 	 0 
622 	 1275 	 0 	 7406 	 0 
623 	 1280 	 0 	 7406 	 0 
624 	 1280 	 0 	 7401 	 0 
625 	 1284 	 0 	 7421 	 0 
626 	 1284 	 0 	 7398 	 0 
627 	 1288 	 0 	 7422 	 0 
628 	 1288 	 0 	 7416 	 0 
629 	 1292 	 0 	 7408 	 0 
630 	 1292 	 0 	 7406 	 0 
631 	 1297 	 0 	 7402 	 0 
632 	 1297 	 0 	 7419 	 0 
633 	 1299 	 0 	 7408 	 0 
634 	 1299 	 0 	 7404 	 0 
635 	 1304 	 0 	 7397 	 0 
636 	 1304 	 0 	 7398 	 0 
637 	 1308 	 0 	 7399 	 0 
638 	 1308 	 0 	 7407 	 0 
639 	 1312 	 0 	 7418 	 0 
640 	 1312 	 0 	 7406 	 0 
641 	 1316 	 0 	 7409 	 0 
642 	 1316 	 0 	 7403 	 0 
643 	 1321 	 0 	 7392 	 0 
644 	 1321 	 0 	 7411 	 0 
645 	 1325 	 0 	 7407 	 0 
646 	 1325 	 0 	 7404 	 0 
647 	 1329 	 0 	 7405 	 0 
648 	 1329 	 0 	 7401 	 0 
649 	 1333 	 0 	 7401 	 0 
650 	 1333 	 0 	 7397 	 0 
651 	 1338 	 0 	 7411 	 0 
652 	 1338 	 0 	 7423 	 0 
653 	 1340 	 0 	 7394 	 0 
654 	 1340 	 0 	 7400 	 0 
655 	 1345 	 0 	 7419 	 0 
656 	 1345 	 0 	 7417 	 0 
657 	 1349 	 0 	 7401 	 0 
658 	 1349 	 0 	 7407 	 0 
659 	 1353 	 0 	 7396 	 0 
660 	 1353 	 0 	 7408 	 0 
661 	 1357 	 0 	 7408 	 0 
662 	 1357 	 0 	 7408 	 0 
663 	 1362 	 0 	 7412 	 0 
664 	 1362 	 0 	 7394 	 0 
665 	 1366 	 0 	 7403 	 0 
666 	 1366 	 0 	 7402 	 0 
667 	 1370 	 0 	 7409 	 0 
668 	 1370 	 0 	 7400 	 0 
669 	 1374 	 0 	 7405 	 0 
670 	 1374 	 0 	 7406 	 0 
671 	 1379 	 0 	 7399 	 0 
672 	 1379 	 0 	 7399 	 0 
673 	 1381 	 0 	 7395 	 0 
674 	 1381 	 0 	 7419 	 0 
675 	 1386 	 0 	 7418 	 0 
676 	 1386 	 0 	 7394 	 0 
677 	 1390 	 0 	 7405 	 0 
678 	 1390 	 0 	 7397 	 0 
679 	 1394 	 0 	 7401 	 0 
680 	 1394 	 0 	 7413 	 0 
681 	 1398 	 0 	 7401 	 0 
682 	 1398 	 0 	 7414 	 0 
